ID,Name,Address,Latitude,Longitude,Hostel Type,Room Type,Price per Month,Available Units,Amenities,Other Offerings,Image URLs
5,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Co-ed,Triple,4964,3,"Power Backup, Study Area, Gym, CCTV Security, Laundry, 24/7 Security, Non-AC Rooms, AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
5,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Co-ed,Dormitory,5570,6,"Power Backup, Study Area, Gym, CCTV Security, Laundry, 24/7 Security, Non-AC Rooms, AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
6,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Boys,Single,13791,8,"Mess, Non-AC Rooms, Gym, WiFi, Laundry",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
6,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Boys,Double,7533,9,"Mess, Non-AC Rooms, Gym, WiFi, Laundry",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
6,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Boys,Triple,7474,2,"Mess, Non-AC Rooms, Gym, WiFi, Laundry",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
6,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Boys,Dormitory,3035,10,"Mess, Non-AC Rooms, Gym, WiFi, Laundry",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
7,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Single,9507,10,"Non-AC Rooms, CCTV Security, Study Area, Mess, Gym","Daily Housekeeping, Study Table & Chair",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
7,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Double,8636,10,"Non-AC Rooms, CCTV Security, Study Area, Mess, Gym","Daily Housekeeping, Study Table & Chair",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
7,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Triple,7096,9,"Non-AC Rooms, CCTV Security, Study Area, Mess, Gym","Daily Housekeeping, Study Table & Chair",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
7,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Dormitory,3630,6,"Non-AC Rooms, CCTV Security, Study Area, Mess, Gym","Daily Housekeeping, Study Table & Chair",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
8,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Single,8346,2,"Study Area, CCTV Security, Power Backup, Non-AC Rooms, Laundry, 24/7 Security",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
8,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Double,5621,9,"Study Area, CCTV Security, Power Backup, Non-AC Rooms, Laundry, 24/7 Security",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
8,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Triple,5230,3,"Study Area, CCTV Security, Power Backup, Non-AC Rooms, Laundry, 24/7 Security",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
8,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Dormitory,5859,9,"Study Area, CCTV Security, Power Backup, Non-AC Rooms, Laundry, 24/7 Security",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
9,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Single,8741,7,"CCTV Security, 24/7 Security, WiFi, Mess, Study Area",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
9,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Double,7538,10,"CCTV Security, 24/7 Security, WiFi, Mess, Study Area",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
9,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Triple,5004,1,"CCTV Security, 24/7 Security, WiFi, Mess, Study Area",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
9,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Dormitory,5830,1,"CCTV Security, 24/7 Security, WiFi, Mess, Study Area",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
10,"1560 Broadway, New York, NY 10036, USA","1560 Broadway, New York, NY 10036, USA",40.758,-73.9855,Girls,Single,9847,2,"Mess, CCTV Security, Gym, WiFi, 24/7 Security, Parking, Power Backup, Laundry, AC Rooms, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
10,"1560 Broadway, New York, NY 10036, USA","1560 Broadway, New York, NY 10036, USA",40.758,-73.9855,Girls,Double,8961,6,"Mess, CCTV Security, Gym, WiFi, 24/7 Security, Parking, Power Backup, Laundry, AC Rooms, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
10,"1560 Broadway, New York, NY 10036, USA","1560 Broadway, New York, NY 10036, USA",40.758,-73.9855,Girls,Triple,4983,9,"Mess, CCTV Security, Gym, WiFi, 24/7 Security, Parking, Power Backup, Laundry, AC Rooms, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
10,"1560 Broadway, New York, NY 10036, USA","1560 Broadway, New York, NY 10036, USA",40.758,-73.9855,Girls,Dormitory,5273,7,"Mess, CCTV Security, Gym, WiFi, 24/7 Security, Parking, Power Backup, Laundry, AC Rooms, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
11,"30 Rockefeller Plaza, New York, NY 10112, USA","30 Rockefeller Plaza, New York, NY 10112, USA",40.75874,-73.978674,Girls,Single,12882,7,"Power Backup, WiFi, Parking, AC Rooms, Non-AC Rooms, Gym, CCTV Security, 24/7 Security, Mess",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
11,"30 Rockefeller Plaza, New York, NY 10112, USA","30 Rockefeller Plaza, New York, NY 10112, USA",40.75874,-73.978674,Girls,Double,6839,3,"Power Backup, WiFi, Parking, AC Rooms, Non-AC Rooms, Gym, CCTV Security, 24/7 Security, Mess",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
11,"30 Rockefeller Plaza, New York, NY 10112, USA","30 Rockefeller Plaza, New York, NY 10112, USA",40.75874,-73.978674,Girls,Triple,6674,7,"Power Backup, WiFi, Parking, AC Rooms, Non-AC Rooms, Gym, CCTV Security, 24/7 Security, Mess",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
11,"30 Rockefeller Plaza, New York, NY 10112, USA","30 Rockefeller Plaza, New York, NY 10112, USA",40.75874,-73.978674,Girls,Dormitory,3784,10,"Power Backup, WiFi, Parking, AC Rooms, Non-AC Rooms, Gym, CCTV Security, 24/7 Security, Mess",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
12,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Single,14780,4,"Mess, Non-AC Rooms, Laundry, 24/7 Security, AC Rooms, WiFi, Study Area",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
12,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Double,8577,10,"Mess, Non-AC Rooms, Laundry, 24/7 Security, AC Rooms, WiFi, Study Area",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
12,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Triple,5119,3,"Mess, Non-AC Rooms, Laundry, 24/7 Security, AC Rooms, WiFi, Study Area",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
12,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Dormitory,5897,1,"Mess, Non-AC Rooms, Laundry, 24/7 Security, AC Rooms, WiFi, Study Area",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
13,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Single,14743,6,"Mess, Power Backup, Study Area, Gym, 24/7 Security, WiFi",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
13,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Double,8469,3,"Mess, Power Backup, Study Area, Gym, 24/7 Security, WiFi",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
13,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Triple,5019,6,"Mess, Power Backup, Study Area, Gym, 24/7 Security, WiFi",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
13,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Dormitory,5836,2,"Mess, Power Backup, Study Area, Gym, 24/7 Security, WiFi",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
14,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Single,8745,1,"Non-AC Rooms, WiFi, AC Rooms, Mess, 24/7 Security, Power Backup, Gym, Laundry",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
14,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Double,5861,6,"Non-AC Rooms, WiFi, AC Rooms, Mess, 24/7 Security, Power Backup, Gym, Laundry",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
14,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Triple,5155,7,"Non-AC Rooms, WiFi, AC Rooms, Mess, 24/7 Security, Power Backup, Gym, Laundry",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
14,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Dormitory,4885,4,"Non-AC Rooms, WiFi, AC Rooms, Mess, 24/7 Security, Power Backup, Gym, Laundry",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
15,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Single,11700,9,"CCTV Security, Mess, AC Rooms, Laundry, Gym, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
15,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Double,6475,9,"CCTV Security, Mess, AC Rooms, Laundry, Gym, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
15,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Triple,6303,3,"CCTV Security, Mess, AC Rooms, Laundry, Gym, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
15,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Dormitory,5094,10,"CCTV Security, Mess, AC Rooms, Laundry, Gym, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
16,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Single,14999,9,"Power Backup, Mess, 24/7 Security, Parking, WiFi, Laundry, CCTV Security, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
16,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Double,8874,7,"Power Backup, Mess, 24/7 Security, Parking, WiFi, Laundry, CCTV Security, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
16,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Triple,6014,9,"Power Backup, Mess, 24/7 Security, Parking, WiFi, Laundry, CCTV Security, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
16,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Dormitory,4506,5,"Power Backup, Mess, 24/7 Security, Parking, WiFi, Laundry, CCTV Security, Study Area",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
17,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Boys,Single,10498,9,"Gym, Laundry, CCTV Security, Study Area, Non-AC Rooms, Mess, Parking, 24/7 Security",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
17,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Boys,Double,6013,1,"Gym, Laundry, CCTV Security, Study Area, Non-AC Rooms, Mess, Parking, 24/7 Security",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
17,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Boys,Triple,5537,5,"Gym, Laundry, CCTV Security, Study Area, Non-AC Rooms, Mess, Parking, 24/7 Security",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
17,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Boys,Dormitory,3418,3,"Gym, Laundry, CCTV Security, Study Area, Non-AC Rooms, Mess, Parking, 24/7 Security",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
18,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Co-ed,Single,8785,1,"24/7 Security, Parking, Gym, Power Backup, Laundry, Non-AC Rooms, Study Area, CCTV Security, WiFi, AC Rooms",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
18,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Co-ed,Double,5975,8,"24/7 Security, Parking, Gym, Power Backup, Laundry, Non-AC Rooms, Study Area, CCTV Security, WiFi, AC Rooms",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
18,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Co-ed,Triple,5298,8,"24/7 Security, Parking, Gym, Power Backup, Laundry, Non-AC Rooms, Study Area, CCTV Security, WiFi, AC Rooms",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
18,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Co-ed,Dormitory,3703,5,"24/7 Security, Parking, Gym, Power Backup, Laundry, Non-AC Rooms, Study Area, CCTV Security, WiFi, AC Rooms",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
19,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Co-ed,Single,13564,5,"Mess, Study Area, Laundry, CCTV Security, Gym, WiFi, AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
19,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Co-ed,Double,6028,3,"Mess, Study Area, Laundry, CCTV Security, Gym, WiFi, AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
19,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Co-ed,Triple,6317,9,"Mess, Study Area, Laundry, CCTV Security, Gym, WiFi, AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
19,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Co-ed,Dormitory,5610,6,"Mess, Study Area, Laundry, CCTV Security, Gym, WiFi, AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
20,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Boys,Single,14939,1,"Power Backup, 24/7 Security, Parking, Mess, Non-AC Rooms, CCTV Security, AC Rooms, Study Area, Gym",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
20,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Boys,Double,7000,8,"Power Backup, 24/7 Security, Parking, Mess, Non-AC Rooms, CCTV Security, AC Rooms, Study Area, Gym",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
20,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Boys,Triple,5725,9,"Power Backup, 24/7 Security, Parking, Mess, Non-AC Rooms, CCTV Security, AC Rooms, Study Area, Gym",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
20,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Boys,Dormitory,5372,10,"Power Backup, 24/7 Security, Parking, Mess, Non-AC Rooms, CCTV Security, AC Rooms, Study Area, Gym",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
21,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Boys,Single,13197,8,"CCTV Security, Power Backup, Mess, AC Rooms, Parking, Study Area",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
21,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Boys,Double,5775,3,"CCTV Security, Power Backup, Mess, AC Rooms, Parking, Study Area",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
21,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Boys,Triple,6811,5,"CCTV Security, Power Backup, Mess, AC Rooms, Parking, Study Area",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
21,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Boys,Dormitory,4062,4,"CCTV Security, Power Backup, Mess, AC Rooms, Parking, Study Area",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
22,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Girls,Single,10330,10,"Gym, Non-AC Rooms, Parking, WiFi, Study Area, 24/7 Security","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
